"Weather_Condition","Road_Type","Road_Condition","Time_of_Day","Traffic_Density","Speed_Limit","Visibility","Acceleration_Events","Braking_Events","Steering_Input","Driver_Fatigue_Level","Distraction_Events","Speed","Lane_Departure_Events","Adaptive_Cruise_Control_Activation","Driver_Age","Driving_Experience","Vehicle_Type","Vehicle_Age","Accident_Occurrence","Near_Miss_Events","Intervention_Needed","Intervention_Level"
"Heavy Rain","Rural Road","Wet","Morning",3,80,597,10,7,8,10,1,30.35771772,3,1,18,6,"Sedan",3,1,1,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Afternoon",2,110,981,1,6,-2,10,2,51.50650637,0,1,19,16,"SUV",0,0,0,"Yes","Strong"
"Rain","Rural Road","Dry","Evening",3,100,470,4,4,2,1,3,59.39121971,3,1,38,15,"SUV",4,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,50,93,1,10,2,2,2,54.42919047,2,1,54,11,"Truck",13,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",1,120,751,4,10,1,7,2,60.76422018,1,1,41,16,"SUV",10,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Night",3,50,822,6,8,10,5,5,96.74244569,2,0,54,20,"Truck",8,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",3,70,768,9,2,-10,0,1,61.3733193,1,0,40,32,"SUV",13,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",3,80,679,8,10,-10,6,0,68.93207972,2,1,31,24,"SUV",11,1,4,"No","No"
"Clear","Urban Road","Wet","Morning",1,40,677,6,7,11,1,5,63.87884123,1,0,18,15,"Truck",7,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",1,40,260,6,1,9,10,6,56.83252806,3,0,65,19,"Truck",2,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Night",1,110,947,4,6,-5,7,3,88.21239781,3,0,51,6,"SUV",0,1,1,"Yes","Strong"
"Rain","Rural Road","Wet","Evening",1,80,675,4,10,-10,2,0,69.5816378,0,0,27,10,"Sedan",1,0,0,"No","No"
"Clear","Highway","Wet","Morning",1,60,1000,3,5,5,9,4,69.90739811,4,0,52,37,"Truck",9,0,0,"Yes","Strong"
"Heavy Rain","Highway","Wet","Morning",2,80,364,7,4,0,8,2,64.720661,0,0,18,14,"SUV",14,0,0,"Yes","Mild"
"Clear","Highway","Wet","Night",3,100,172,8,10,-5,2,4,78.30296079,2,0,34,23,"Truck",10,1,0,"No","No"
"Clear","Highway","Dry","Evening",1,120,312,6,9,8,9,0,99.81742934,0,0,20,1,"SUV",15,1,4,"Yes","Mild"
"Rain","Rural Road","Dry","Afternoon",2,100,926,4,7,7,8,1,70.26085937,0,0,35,15,"Truck",3,0,0,"No","No"
"Clear","Urban Road","Wet","Night",2,70,468,0,3,6,0,5,74.77689576,3,0,35,17,"SUV",5,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",1,100,83,7,8,-5,7,0,73.49782379,2,0,26,12,"SUV",10,1,4,"Yes","Mild"
"Clear","Urban Road","Dry","Night",2,100,992,0,1,-7,3,1,59.24230473,1,0,46,4,"SUV",6,0,0,"No","No"
"Clear","Urban Road","Wet","Afternoon",2,120,380,5,3,-3,8,0,62.22558244,1,1,31,4,"Sedan",11,1,2,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",3,90,776,1,0,2,4,3,79.60571768,0,0,44,14,"Sedan",1,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",2,70,767,4,8,-2,7,0,58.39833179,2,0,41,6,"Sedan",4,1,4,"No","No"
"Rain","Highway","Wet","Morning",3,120,546,0,8,-2,6,3,58.18425029,2,0,45,29,"Truck",3,0,0,"No","No"
"Clear","Urban Road","Dry","Night",1,100,542,7,8,12,10,1,94.04790051,0,1,24,17,"Truck",11,1,4,"Yes","Mild"
"Rain","Rural Road","Dry","Night",2,60,999,4,0,9,7,2,61.72652552,3,0,53,11,"SUV",4,1,3,"Yes","Strong"
"Rain","Highway","Wet","Evening",2,80,557,5,3,9,7,6,61.27234387,1,1,41,16,"SUV",1,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Evening",3,80,239,8,0,-5,9,2,49.67658621,3,0,32,21,"Sedan",12,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Afternoon",2,80,238,3,10,-8,7,1,60.26074567,3,0,55,1,"SUV",11,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Morning",1,70,132,2,8,11,10,1,88.11584198,2,0,43,24,"Truck",15,1,0,"Yes","Mild"
"Rain","Rural Road","Wet","Morning",2,110,372,0,5,4,3,6,124.4361772,0,0,18,27,"SUV",4,0,0,"No","No"
"Rain","Highway","Wet","Evening",2,30,901,6,5,-4,3,4,42.1197316,3,0,32,3,"Sedan",4,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",3,60,757,3,5,1,1,4,85.30242824,2,0,49,6,"Sedan",14,0,0,"No","No"
"Clear","Highway","Dry","Night",1,100,139,10,5,2,1,0,95.3281297,2,0,25,18,"SUV",0,0,0,"No","No"
"Clear","Urban Road","Dry","Night",1,80,700,3,7,-9,10,4,65.155643,0,0,28,7,"SUV",9,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",3,80,632,4,9,-8,2,6,96.26359569,0,0,23,26,"Sedan",8,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",2,90,929,5,2,-4,9,1,75.29335842,0,0,58,43,"Truck",14,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",3,80,332,2,0,-10,6,6,44.54383029,1,0,29,12,"SUV",15,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",2,100,739,1,1,6,7,3,102.1130185,2,0,50,15,"Truck",13,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,80,190,8,7,-8,5,2,59.48014578,0,0,64,18,"SUV",4,0,0,"No","No"
"Clear","Rural Road","Dry","Night",2,40,387,3,0,7,1,1,84.18928017,1,0,29,24,"Sedan",5,1,4,"No","No"
"Heavy Rain","Highway","Dry","Evening",1,110,239,1,0,4,10,3,44.88292685,3,0,52,15,"SUV",11,1,5,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Afternoon",1,70,906,1,3,-7,10,1,93.69750672,1,0,21,11,"Sedan",6,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Afternoon",2,110,761,6,9,-7,2,3,77.94328242,4,1,64,29,"Truck",13,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",2,90,142,1,11,9,8,1,63.45369442,1,0,68,14,"Truck",15,1,2,"No","No"
"Rain","Urban Road","Wet","Night",1,50,576,5,5,4,10,0,76.74270425,1,0,21,7,"Sedan",5,0,0,"Yes","Mild"
"Clear","Highway","Wet","Afternoon",3,30,579,8,7,-3,0,0,70.89309331,3,1,45,23,"SUV",8,0,0,"No","No"
"Clear","Rural Road","Dry","Night",2,70,936,10,6,-6,3,2,69.8487968,1,0,38,18,"Truck",13,0,0,"No","No"
"Rain","Urban Road","Dry","Night",1,100,324,1,6,-5,9,6,56.28021151,1,0,30,10,"Sedan",10,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Evening",3,110,424,8,5,13,1,0,47.96868306,2,0,42,15,"Truck",0,0,0,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",2,80,260,9,10,3,4,5,65.44469989,3,0,36,26,"SUV",5,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",3,70,796,9,8,-2,1,5,62.38090222,0,0,53,5,"Sedan",9,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",1,90,341,3,2,-6,4,0,59.91057513,2,1,42,1,"SUV",1,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",2,40,952,3,6,-1,4,3,74.77914604,3,1,49,27,"SUV",8,0,0,"No","No"
"Rain","Highway","Wet","Night",1,100,441,7,6,2,5,6,57.09937616,3,0,24,14,"Truck",13,0,0,"No","No"
"Clear","Rural Road","Dry","Night",1,60,781,6,12,11,8,1,51.23812248,3,0,18,21,"Truck",3,1,3,"Yes","Strong"
"Clear","Urban Road","Dry","Morning",2,90,797,5,10,4,5,0,50.99152252,1,1,40,7,"SUV",8,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",3,40,79,5,4,7,0,5,54.88170179,1,0,51,17,"SUV",10,0,0,"No","No"
"Rain","Urban Road","Wet","Night",2,30,744,1,4,-7,8,2,84.92663735,3,1,41,41,"Sedan",1,0,0,"Yes","Strong"
"Rain","Highway","Dry","Evening",3,90,587,9,2,9,2,0,118.7963147,3,0,44,9,"Truck",8,1,3,"No","No"
"Clear","Rural Road","Wet","Evening",2,80,176,7,12,5,8,1,40.58668534,2,0,48,12,"Truck",15,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Morning",1,110,467,10,0,-10,9,2,63.54768595,0,1,36,19,"SUV",6,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Night",1,50,649,4,7,-1,8,1,18.85221057,3,1,45,14,"Sedan",8,1,1,"Yes","Strong"
"Rain","Highway","Dry","Afternoon",1,80,614,10,10,6,8,1,87.88573183,2,0,18,21,"Truck",15,1,5,"No","No"
"Rain","Urban Road","Dry","Night",2,80,120,10,13,4,7,3,57.82671192,3,0,52,15,"Truck",0,1,3,"Yes","Mild"
"Rain","Rural Road","Wet","Afternoon",1,70,67,6,5,-10,3,2,89.73243774,2,0,43,17,"SUV",7,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",2,110,218,4,6,-4,10,4,92.32093766,1,0,38,29,"Truck",0,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Night",3,80,769,6,3,-5,1,0,103.5063456,0,1,18,16,"SUV",11,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",1,80,405,9,11,6,3,6,76.94977599,4,1,48,23,"Truck",1,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Evening",2,110,863,2,6,-5,3,5,93.96779473,0,1,48,7,"SUV",13,1,3,"No","No"
"Clear","Urban Road","Wet","Night",1,110,88,7,3,10,0,4,75.39053378,1,1,42,15,"Truck",0,1,4,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",1,50,69,7,6,-4,5,4,71.93262911,2,0,26,19,"Sedan",7,0,0,"No","No"
"Clear","Urban Road","Wet","Evening",3,80,607,7,2,3,8,5,107.0089165,2,0,47,13,"SUV",4,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Morning",2,80,476,1,7,2,2,1,46.99251217,1,1,27,1,"Truck",0,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",1,90,685,2,0,2,9,5,91.15062054,2,0,65,23,"Truck",11,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Night",2,120,255,9,2,-4,7,3,55.30374231,0,1,70,21,"Sedan",15,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Afternoon",3,90,897,4,3,-7,7,1,54.97455052,2,1,35,28,"SUV",7,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",3,90,929,8,6,4,2,4,73.99997617,2,0,52,12,"SUV",1,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",2,120,740,3,8,-9,0,4,83.92489187,1,0,25,23,"SUV",12,1,2,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,70,428,10,4,-7,4,0,48.25218664,3,1,42,11,"Truck",12,0,0,"No","No"
"Clear","Rural Road","Wet","Evening",3,40,570,1,8,-9,2,2,55.1884491,2,1,40,20,"Sedan",10,1,2,"No","No"
"Clear","Rural Road","Dry","Evening",1,80,412,6,1,7,5,3,95.41948638,0,0,27,26,"SUV",4,1,2,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",2,60,419,9,0,7,2,3,70.76819635,3,1,65,14,"Truck",12,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",2,90,575,7,7,-6,1,4,76.75841153,2,1,53,22,"SUV",8,1,4,"No","No"
"Clear","Urban Road","Dry","Night",2,50,369,3,5,-1,5,0,46.94269419,0,1,41,11,"SUV",10,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",1,110,914,5,7,-8,9,6,78.68250502,2,1,53,18,"Sedan",6,0,0,"Yes","Mild"
"Rain","Urban Road","Dry","Afternoon",1,50,990,1,8,5,5,0,89.44994144,2,0,55,11,"SUV",2,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Night",3,40,798,10,6,6,5,4,69.33979986,3,0,34,10,"Truck",7,1,0,"No","No"
"Heavy Rain","Highway","Dry","Morning",1,120,218,6,0,0,4,3,48.89069332,3,0,40,17,"Truck",7,0,0,"No","No"
"Rain","Highway","Dry","Night",1,70,664,2,4,5,10,4,45.79441144,3,1,59,24,"SUV",5,0,0,"Yes","Strong"
"Clear","Highway","Wet","Night",3,80,196,3,7,4,7,4,91.14217755,3,1,60,18,"Sedan",1,1,2,"Yes","Strong"
"Rain","Urban Road","Dry","Afternoon",1,50,184,8,4,9,1,2,63.30205464,2,1,70,1,"SUV",2,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",1,120,708,8,9,12,1,2,38.29444962,2,1,52,16,"Truck",6,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",2,60,280,0,10,-1,4,2,72.84415136,0,1,54,13,"SUV",4,1,3,"No","No"
"Clear","Urban Road","Dry","Morning",2,120,865,3,3,7,4,2,98.45230338,2,1,42,21,"Sedan",14,0,0,"No","No"
"Rain","Rural Road","Dry","Night",3,80,718,9,4,-1,0,4,91.16240721,2,0,25,22,"Truck",13,0,0,"No","No"
"Rain","Highway","Wet","Night",3,30,312,3,2,-1,0,0,103.5808262,3,1,35,6,"Sedan",15,0,0,"No","No"
"Rain","Urban Road","Wet","Night",2,30,323,6,9,-1,3,0,85.99101342,3,0,23,14,"Sedan",12,0,0,"No","No"
"Clear","Highway","Dry","Night",3,110,467,3,12,-5,6,0,69.11473167,2,0,34,10,"Truck",13,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Dry","Evening",3,40,967,9,7,-6,2,5,59.08047213,1,1,34,9,"Sedan",8,1,4,"No","No"
"Clear","Rural Road","Wet","Evening",2,110,634,8,8,1,2,2,54.11336122,3,1,37,4,"SUV",9,0,0,"No","No"
"Rain","Highway","Dry","Evening",3,40,566,8,11,2,9,2,74.62802232,3,0,56,5,"Truck",12,1,4,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Morning",3,80,872,5,4,2,5,5,76.55601703,3,1,36,17,"SUV",15,0,0,"No","No"
"Rain","Rural Road","Wet","Afternoon",3,40,405,3,10,3,7,2,56.85568341,2,1,51,1,"Truck",2,0,0,"No","No"
"Rain","Rural Road","Wet","Night",1,40,995,4,1,4,0,6,55.1430051,3,0,18,12,"SUV",11,0,0,"No","No"
"Clear","Urban Road","Wet","Night",3,120,935,0,0,-7,8,1,66.33988537,3,1,25,9,"SUV",4,0,0,"Yes","Strong"
"Clear","Highway","Dry","Morning",3,80,491,5,5,8,2,2,64.85072438,0,0,66,24,"Sedan",9,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",1,100,219,5,2,-1,4,3,107.5044151,3,0,49,29,"Sedan",6,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",2,90,498,10,10,8,3,2,53.84772344,2,0,63,21,"SUV",1,1,5,"No","No"
"Rain","Rural Road","Wet","Evening",3,40,186,4,8,0,6,1,97.89590246,3,0,28,22,"Sedan",14,1,3,"No","No"
"Clear","Urban Road","Wet","Afternoon",1,100,246,6,3,-6,3,0,51.80552074,0,0,49,13,"SUV",9,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",2,50,135,4,4,-3,9,4,95.84686239,1,0,32,22,"Truck",2,1,7,"Yes","Mild"
"Rain","Highway","Wet","Evening",2,90,488,7,6,-7,5,4,43.77771262,0,1,18,7,"SUV",15,0,0,"No","No"
"Clear","Highway","Dry","Morning",3,110,119,8,9,4,6,0,73.90767184,1,1,18,36,"Truck",2,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",3,90,226,1,10,2,0,0,114.6445173,2,0,62,29,"Truck",4,1,3,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",2,100,98,0,6,-5,8,3,87.01279823,3,0,56,26,"Sedan",14,0,0,"Yes","Strong"
"Clear","Highway","Dry","Night",2,110,847,0,9,5,3,5,85.23885474,3,1,62,14,"Sedan",2,1,4,"No","No"
"Heavy Rain","Urban Road","Dry","Night",3,60,95,5,0,-5,4,3,68.92168875,1,1,20,6,"SUV",0,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",3,40,227,2,0,3,0,3,94.56277042,3,1,35,17,"Sedan",3,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",2,80,745,8,1,1,3,2,60.20009584,3,1,39,12,"SUV",0,0,0,"No","No"
"Clear","Urban Road","Wet","Evening",2,40,717,7,4,9,8,2,63.13251879,3,1,32,1,"SUV",9,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Night",1,60,257,5,6,2,9,3,89.70521385,1,1,63,19,"Sedan",6,1,1,"Yes","Mild"
"Heavy Rain","Highway","Dry","Night",3,80,763,3,7,6,8,0,68.41207107,1,0,38,6,"Sedan",11,0,0,"Yes","Mild"
"Clear","Highway","Dry","Night",2,30,146,7,6,-6,10,3,125.9992421,3,1,22,34,"SUV",0,1,2,"Yes","Strong"
"Clear","Highway","Dry","Afternoon",1,80,775,5,10,-7,7,3,51.07024924,1,0,70,16,"SUV",11,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",3,80,856,7,1,6,6,1,69.98211054,2,1,40,20,"Sedan",5,0,0,"Yes","Strong"
"Rain","Urban Road","Wet","Afternoon",3,100,454,1,1,9,1,2,75.50929063,0,1,43,7,"Sedan",6,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,110,547,8,1,3,6,4,47.55037588,0,0,37,21,"Sedan",11,1,3,"No","No"
"Rain","Rural Road","Wet","Evening",3,110,989,1,4,-6,5,1,87.04093744,3,1,49,24,"Truck",3,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",3,40,725,0,10,9,5,5,94.31784952,1,1,33,28,"SUV",15,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",3,80,739,5,0,8,5,2,83.71234653,2,0,28,37,"SUV",12,1,5,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",3,50,964,7,2,7,4,6,79.07801334,4,1,18,17,"Truck",4,1,0,"No","No"
"Rain","Rural Road","Dry","Evening",3,120,377,8,3,12,2,0,46.15617181,2,0,50,1,"Truck",13,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,90,279,2,7,6,3,1,60.68829014,3,1,60,13,"Sedan",5,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",3,40,664,3,5,7,0,4,68.84564201,2,1,65,10,"Truck",3,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",2,30,337,1,2,6,8,4,60.30227095,0,1,49,14,"Truck",4,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Evening",2,40,871,5,9,-6,5,2,68.8528485,1,1,52,10,"Sedan",12,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",2,50,654,0,8,-6,1,1,95.46186434,2,0,30,23,"Truck",0,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",2,80,154,0,4,3,9,1,96.18695109,2,0,36,9,"Truck",9,0,0,"No","No"
"Clear","Highway","Wet","Night",1,80,228,7,8,-7,8,0,50.2516894,3,0,25,10,"Sedan",10,1,2,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Evening",2,80,950,8,0,1,8,2,73.57027998,1,0,59,15,"SUV",3,0,0,"Yes","Mild"
"Rain","Highway","Wet","Afternoon",2,50,738,10,5,3,7,1,85.77062295,0,0,68,17,"Sedan",1,1,1,"Yes","Mild"
"Rain","Highway","Dry","Night",3,60,618,9,8,-10,3,5,58.21463913,3,1,38,6,"SUV",11,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",2,110,998,2,2,-6,9,2,62.59040581,1,1,40,8,"Truck",0,1,3,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Night",1,30,889,9,10,-9,9,4,79.570236,2,1,46,50,"Sedan",6,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Morning",3,60,504,9,2,-3,0,1,65.54011979,2,1,45,40,"Sedan",7,1,3,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",3,120,637,4,5,-4,2,3,56.57750732,2,1,64,10,"Truck",7,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",3,120,507,2,8,-1,6,3,95.19986038,2,1,41,23,"Sedan",14,1,0,"No","No"
"Clear","Highway","Dry","Evening",2,80,142,7,1,1,6,1,42.97757497,3,0,49,27,"Sedan",6,1,2,"Yes","Strong"
"Clear","Highway","Wet","Afternoon",2,110,713,7,10,-2,8,3,55.12567527,1,0,32,8,"Truck",7,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,40,694,1,2,-3,1,4,89.97258835,0,0,52,17,"Truck",13,0,0,"No","No"
"Clear","Rural Road","Wet","Afternoon",2,80,400,9,6,-4,10,1,73.11541776,2,1,70,26,"Sedan",14,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",1,30,705,7,0,8,10,0,55.87340403,2,0,64,7,"Sedan",8,0,0,"Yes","Strong"
"Rain","Highway","Wet","Evening",3,90,275,2,0,7,9,3,25.27449001,0,0,33,10,"SUV",7,0,0,"Yes","Mild"
"Rain","Urban Road","Dry","Morning",3,50,980,5,7,-5,1,2,41.76745413,1,1,41,1,"SUV",14,0,0,"No","No"
"Heavy Rain","Highway","Dry","Morning",3,80,360,8,8,9,5,1,54.82962241,0,0,47,25,"SUV",11,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",3,90,404,7,0,10,7,0,83.34259578,0,0,27,24,"SUV",15,1,4,"No","No"
"Rain","Urban Road","Wet","Afternoon",2,40,577,7,4,-10,5,2,59.90345384,3,0,32,11,"SUV",14,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",2,100,851,3,10,-5,9,4,63.83725899,2,0,52,43,"Truck",4,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",3,90,937,8,0,-9,10,0,65.36533892,2,1,39,8,"Sedan",13,1,1,"Yes","Mild"
"Rain","Rural Road","Dry","Morning",1,50,713,1,6,2,8,0,63.30462743,1,1,46,15,"Truck",2,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Afternoon",1,30,375,2,3,6,10,0,104.0892902,3,0,41,15,"Truck",11,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Night",3,100,927,0,7,10,1,2,85.4408046,3,0,70,15,"Truck",13,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",2,100,329,1,1,3,2,2,45.37230934,1,1,47,32,"SUV",13,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",3,110,391,4,8,3,10,2,63.62402061,1,1,26,33,"Sedan",0,1,1,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",1,80,991,10,0,3,1,3,79.58342939,0,1,44,1,"SUV",4,1,3,"No","No"
"Heavy Rain","Highway","Wet","Evening",2,90,200,3,7,-10,6,4,107.8644889,2,1,46,11,"Sedan",6,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Morning",2,40,289,0,3,4,2,4,60.28611585,3,1,46,23,"SUV",3,1,5,"No","No"
"Clear","Highway","Wet","Evening",3,60,785,6,8,10,2,4,106.6404668,2,0,29,1,"Sedan",6,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",2,60,292,8,2,-1,2,1,44.483872,1,1,63,6,"Sedan",8,0,0,"No","No"
"Rain","Urban Road","Dry","Morning",3,100,315,2,8,9,5,5,66.36568447,0,0,30,8,"Sedan",15,0,0,"No","No"
"Clear","Highway","Wet","Night",3,70,521,7,1,8,6,6,84.80160621,0,0,49,24,"SUV",2,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",3,70,489,7,3,7,10,4,66.63193653,2,1,30,1,"Truck",10,1,3,"Yes","Mild"
"Rain","Urban Road","Dry","Night",2,100,553,4,0,7,3,3,57.1217147,0,0,31,4,"SUV",13,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",1,80,851,4,9,-6,5,6,68.53175664,1,0,47,24,"SUV",10,0,0,"No","No"
"Clear","Rural Road","Dry","Night",1,40,431,8,9,6,5,1,88.28659032,0,1,55,15,"Sedan",5,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,80,468,9,6,9,10,2,32.04277865,0,1,35,23,"Truck",0,1,1,"Yes","Strong"
"Clear","Rural Road","Dry","Night",1,120,175,10,0,-6,6,3,21.33610673,2,0,50,40,"SUV",6,1,4,"Yes","Mild"
"Clear","Urban Road","Dry","Evening",2,80,318,3,2,9,0,2,90.56002789,3,0,27,11,"SUV",0,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",1,60,921,9,8,-10,2,5,83.11836696,0,1,57,23,"Sedan",15,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",3,100,640,1,0,-10,5,0,35.63293701,1,1,57,21,"SUV",2,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",3,80,114,2,6,6,3,2,73.12384251,2,0,37,21,"Sedan",13,0,0,"No","No"
"Clear","Highway","Dry","Morning",2,30,654,7,3,0,10,2,73.84897306,0,1,43,9,"SUV",7,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",3,40,191,5,4,5,10,3,85.21796777,2,1,41,14,"SUV",15,1,6,"Yes","Strong"
"Clear","Urban Road","Wet","Night",2,100,540,8,10,9,8,0,63.19645136,0,0,34,36,"Sedan",4,0,0,"Yes","Mild"
"Heavy Rain","Highway","Wet","Evening",2,80,852,4,6,-9,2,3,94.81795699,0,1,31,5,"SUV",1,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Evening",1,80,972,6,2,1,6,3,48.82103481,1,0,47,18,"SUV",4,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Night",3,100,292,6,7,0,3,3,61.32751338,3,1,61,2,"SUV",12,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",3,50,989,9,1,-4,0,4,79.28068317,3,0,44,6,"SUV",1,0,0,"No","No"
"Rain","Highway","Dry","Night",3,80,156,2,7,-1,10,0,9.175549465,0,0,48,6,"Sedan",14,1,7,"Yes","Strong"
"Clear","Rural Road","Wet","Night",2,90,268,10,5,-5,5,3,90.44175002,1,0,63,19,"Sedan",3,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Morning",1,90,812,5,7,-3,9,3,56.54180887,0,1,51,5,"Truck",14,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",1,100,645,6,2,6,4,5,68.5832604,2,1,24,26,"SUV",3,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",2,100,300,2,3,10,2,4,103.9529991,3,0,29,6,"SUV",14,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Afternoon",1,30,300,3,10,-7,6,4,48.16944788,0,0,32,2,"Truck",11,1,0,"Yes","Mild"
"Rain","Highway","Dry","Evening",2,110,340,9,0,4,10,0,71.38627847,0,0,18,23,"Sedan",8,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",1,60,329,5,10,-1,7,0,83.28110217,1,0,43,13,"Truck",15,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",3,90,203,2,4,-5,3,4,67.8940127,1,1,26,8,"Sedan",0,1,2,"No","No"
"Clear","Highway","Dry","Afternoon",2,120,167,6,0,10,9,6,45.92731791,0,0,39,18,"SUV",10,0,0,"Yes","Mild"
